0,1,2
1096,1096,7935
1097,1097,8488
1098,1098,2824
1099,1099,7476
1100,1100,6145
1101,1101,7702
1102,1102,5092
1103,1103,2281
1104,1104,6667
1105,1105,2571
1106,1106,1634
1107,1107,8839
1108,1108,8186
1109,1109,4645
1110,1110,5051
1111,1111,1628
1112,1112,3898
1113,1113,9755
1114,1114,4213
1115,1115,7295
1116,1116,9646
1117,1117,1008
1118,1118,4075
1119,1119,8721
1120,1120,1747
1121,1121,8366
1122,1122,4595
1123,1123,8239
1124,1124,1547
1125,1125,6987
1126,1126,5604
1127,1127,2149
1128,1128,8861
1129,1129,7478
1130,1130,950
1131,1131,1973
1132,1132,6644
1133,1133,8008
1134,1134,8967
1135,1135,8416
1136,1136,9759
1137,1137,898
1138,1138,4015
1139,1139,9559
1140,1140,2810
1141,1141,1121
1142,1142,9185
1143,1143,8268
1144,1144,8083
1145,1145,4315
1146,1146,7557
1147,1147,2994
1148,1148,8122
1149,1149,6318
1150,1150,4876
1151,1151,7212
1152,1152,4461
1153,1153,1370
1154,1154,1346
1155,1155,9588
1156,1156,7822
1157,1157,7306
1158,1158,2577
1159,1159,8948
1160,1160,5001
1161,1161,7352
1162,1162,8836
1163,1163,5323
1164,1164,9076
1165,1165,8488
1166,1166,7015
1167,1167,1527
1168,1168,8562
1169,1169,8418
1170,1170,5561
1171,1171,9620
1172,1172,3495
1173,1173,5756
1174,1174,1915
1175,1175,2706
1176,1176,2150
1177,1177,9032
1178,1178,5084
1179,1179,3381
1180,1180,6947
1181,1181,5431
1182,1182,2775
1183,1183,1259
1184,1184,636
1185,1185,2539
1186,1186,2275
1187,1187,2748
1188,1188,789
1189,1189,4811
1190,1190,793
1191,1191,3791
1192,1192,586
1193,1193,6370
1194,1194,2833
1195,1195,1516
1196,1196,1853
1197,1197,2975
1198,1198,9848
1199,1199,8257
1200,1200,717
1201,1201,3079
1202,1202,3164
1203,1203,684
1204,1204,8837
1205,1205,7134
1206,1206,5341
1207,1207,1684
1208,1208,4035
1209,1209,7899
1210,1210,3002
1211,1211,5995
1212,1212,1680
1213,1213,7137
1214,1214,3897
1215,1215,7894
1216,1216,8065
1217,1217,4218
1218,1218,4629
1219,1219,2358
1220,1220,9745
1221,1221,9851
1222,1222,2361
1223,1223,9498
1224,1224,7207
1225,1225,2406
1226,1226,6756
1227,1227,2089
1228,1228,896
1229,1229,5826
1230,1230,9774
1231,1231,8472
1232,1232,4749
1233,1233,6686
1234,1234,2684
1235,1235,6934
1236,1236,5909
1237,1237,3966
1238,1238,1568
1239,1239,5952
1240,1240,2369
1241,1241,6521
1242,1242,7381
1243,1243,7156
1244,1244,7796
1245,1245,9444
1246,1246,826
1247,1247,5851
1248,1248,6587
1249,1249,3320
1250,1250,4230
1251,1251,739
1252,1252,3927
1253,1253,4981
1254,1254,3937
1255,1255,7959
1256,1256,9948
1257,1257,1661
1258,1258,5114
1259,1259,9075
1260,1260,8083
1261,1261,6144
1262,1262,4513
1263,1263,7565
1264,1264,5723
1265,1265,972
1266,1266,3346
1267,1267,2952
1268,1268,778
1269,1269,8147
1270,1270,8701
1271,1271,3559
1272,1272,6549
1273,1273,2792
1274,1274,4201
1275,1275,8748
1276,1276,6849
1277,1277,6814
1278,1278,7775
1279,1279,4967
1280,1280,9032
1281,1281,8172
1282,1282,2645
1283,1283,3461
1284,1284,9084
1285,1285,9735
1286,1286,1277
1287,1287,5666
1288,1288,1983
1289,1289,5731
1290,1290,1458
1291,1291,9571
1292,1292,1296
1293,1293,882
1294,1294,5449
1295,1295,9060
1296,1296,8834
1297,1297,4143
1298,1298,2256
1299,1299,7876
1300,1300,6315
1301,1301,7642
1302,1302,7353
1303,1303,9440
1304,1304,1669
1305,1305,1804
1306,1306,9964
1307,1307,6014
1308,1308,4807
1309,1309,6092
1310,1310,849
1311,1311,4425
1312,1312,7688
1313,1313,1074
1314,1314,6131
1315,1315,3081
1316,1316,1475
1317,1317,2572
1318,1318,4197
1319,1319,5447
1320,1320,2572
1321,1321,7561
1322,1322,7939
1323,1323,5947
1324,1324,944
1325,1325,3804
1326,1326,1347
1327,1327,4191
1328,1328,7812
1329,1329,4005
1330,1330,1619
1331,1331,1796
1332,1332,8489
1333,1333,2290
1334,1334,6760
1335,1335,5321
1336,1336,7560
1337,1337,1258
1338,1338,1640
1339,1339,3604
1340,1340,5736
1341,1341,4670
1342,1342,5662
1343,1343,9468
1344,1344,6704
1345,1345,5109
1346,1346,5025
1347,1347,9527
1348,1348,5666
1349,1349,2364
1350,1350,5156
1351,1351,9184
1352,1352,4136
1353,1353,4496
1354,1354,3063
1355,1355,9634
1356,1356,1276
1357,1357,8536
1358,1358,6650
1359,1359,9815
1360,1360,3491
1361,1361,3534
1362,1362,3029
1363,1363,5136
1364,1364,8693
1365,1365,1112
1366,1366,3594
1367,1367,5653
1368,1368,6783
1369,1369,4258
1370,1370,950
1371,1371,2486
1372,1372,8777
1373,1373,3201
1374,1374,6198
1375,1375,9043
1376,1376,1005
1377,1377,3624
1378,1378,9888
1379,1379,9998
1380,1380,9786
1381,1381,1533
1382,1382,4129
1383,1383,2124
1384,1384,3648
1385,1385,9553
1386,1386,9097
1387,1387,3226
1388,1388,7416
1389,1389,546
1390,1390,3297
1391,1391,1159
1392,1392,8777
1393,1393,5568
1394,1394,2752
1395,1395,2279
1396,1396,1140
1397,1397,2199
1398,1398,749
1399,1399,5924
1400,1400,2732
1401,1401,6119
1402,1402,2866
1403,1403,4687
1404,1404,4094
1405,1405,5264
1406,1406,7398
1407,1407,5374
1408,1408,3461
1409,1409,9274
1410,1410,8938
1411,1411,2554
1412,1412,6362
1413,1413,4919
1414,1414,3299
1415,1415,1101
1416,1416,5338
1417,1417,8518
1418,1418,4096
1419,1419,7864
1420,1420,3834
1421,1421,2537
1422,1422,2441
1423,1423,2231
1424,1424,4756
1425,1425,3624
1426,1426,1331
1427,1427,6792
1428,1428,5286
1429,1429,2220
1430,1430,8593
1431,1431,5958
1432,1432,9318
1433,1433,6871
1434,1434,2804
1435,1435,9224
1436,1436,1469
1437,1437,4925
1438,1438,9880
1439,1439,4164
1440,1440,7940
1441,1441,5210
1442,1442,2649
1443,1443,8478
1444,1444,3251
1445,1445,8086
1446,1446,9078
1447,1447,7659
1448,1448,8678
1449,1449,8556
1450,1450,9705
1451,1451,2021
1452,1452,1469
1453,1453,3092
1454,1454,6866
1455,1455,833
1456,1456,1007
1457,1457,5709
1458,1458,9624
1459,1459,6880
1460,1460,8071
1461,1461,6379
1462,1462,689
1463,1463,7198
1464,1464,4442
1465,1465,1643
1466,1466,9239
1467,1467,6074
1468,1468,2329
1469,1469,4770
1470,1470,4195
1471,1471,2998
1472,1472,7937
1473,1473,878
1474,1474,3351
1475,1475,6602
1476,1476,7383
1477,1477,1718
1478,1478,7470
1479,1479,9243
1480,1480,9008
1481,1481,6399
1482,1482,4038
1483,1483,8779
1484,1484,3037
1485,1485,1124
1486,1486,8266
1487,1487,3723
1488,1488,712
1489,1489,7009
1490,1490,7224
1491,1491,1179
1492,1492,2541
1493,1493,8799
1494,1494,1440
1495,1495,4282
1496,1496,3268
1497,1497,5501
1498,1498,4171
1499,1499,2259
1500,1500,5495
1501,1501,8083
1502,1502,7806
1503,1503,3978
1504,1504,2542
1505,1505,2568
1506,1506,3672
1507,1507,1599
1508,1508,9635
1509,1509,3458
1510,1510,9357
1511,1511,7256
1512,1512,1316
1513,1513,1681
1514,1514,4080
1515,1515,3609
1516,1516,6042
1517,1517,729
1518,1518,4807
1519,1519,3135
1520,1520,1760
1521,1521,7094
1522,1522,7886
1523,1523,1603
1524,1524,6478
1525,1525,924
1526,1526,7626
1527,1527,5950
1528,1528,8539
1529,1529,4637
1530,1530,1310
1531,1531,3910
1532,1532,5728
1533,1533,4483
1534,1534,3287
1535,1535,9251
1536,1536,6846
1537,1537,5384
1538,1538,4209
1539,1539,7016
1540,1540,8196
1541,1541,4692
1542,1542,1695
1543,1543,8978
1544,1544,8300
1545,1545,934
1546,1546,7551
1547,1547,8010
1548,1548,7274
1549,1549,933
1550,1550,1110
1551,1551,9690
1552,1552,5454
1553,1553,4638
1554,1554,1621
1555,1555,8417
1556,1556,4708
1557,1557,7673
1558,1558,5124
1559,1559,5709
1560,1560,9597
1561,1561,4543
1562,1562,4751
1563,1563,9886
1564,1564,5780
1565,1565,2186
1566,1566,1209
1567,1567,7953
1568,1568,7826
1569,1569,4563
1570,1570,6134
1571,1571,8033
1572,1572,6151
1573,1573,1112
1574,1574,5621
1575,1575,5529
1576,1576,1792
1577,1577,9688
1578,1578,4755
1579,1579,3700
1580,1580,4917
1581,1581,6495
1582,1582,5599
1583,1583,3496
1584,1584,4505
1585,1585,4970
1586,1586,1303
1587,1587,9369
1588,1588,9510
1589,1589,5037
1590,1590,1458
1591,1591,3565
1592,1592,9570
1593,1593,7831
1594,1594,1895
1595,1595,4460
1596,1596,6405
1597,1597,7821
1598,1598,6450
1599,1599,4361
1600,1600,4727
1601,1601,9736
1602,1602,7448
1603,1603,2175
1604,1604,6161
1605,1605,8876
1606,1606,9375
1607,1607,6053
1608,1608,8255
1609,1609,3211
1610,1610,8506
1611,1611,9695
1612,1612,1734
1613,1613,6063
1614,1614,7662
1615,1615,9163
1616,1616,7236
1617,1617,3881
1618,1618,9453
1619,1619,5505
1620,1620,8568
1621,1621,5269
1622,1622,2369
1623,1623,7960
1624,1624,1739
1625,1625,8556
1626,1626,2669
1627,1627,2582
1628,1628,6651
1629,1629,6075
1630,1630,6660
1631,1631,5766
1632,1632,7244
1633,1633,6263
1634,1634,519
1635,1635,8303
1636,1636,6817
1637,1637,7678
1638,1638,7567
1639,1639,3562
1640,1640,9879
1641,1641,770
1642,1642,1220
1643,1643,3115
1644,1644,5271
1645,1645,9008
1646,1646,1252
1647,1647,3211
1648,1648,8295
1649,1649,608
1650,1650,6768
1651,1651,709
1652,1652,3560
1653,1653,3853
1654,1654,6701
1655,1655,9184
1656,1656,6978
1657,1657,3644
1658,1658,9219
1659,1659,9543
1660,1660,6164
1661,1661,6931
1662,1662,1905
1663,1663,605
1664,1664,5974
1665,1665,3046
1666,1666,4463
1667,1667,6799
1668,1668,7557
1669,1669,8292
1670,1670,3869
1671,1671,2160
1672,1672,7545
1673,1673,9877
1674,1674,1899
1675,1675,5473
1676,1676,1962
1677,1677,8426
1678,1678,9767
1679,1679,6750
1680,1680,5272
1681,1681,5037
1682,1682,9766
1683,1683,3451
1684,1684,774
1685,1685,5771
1686,1686,1793
1687,1687,1817
1688,1688,7983
1689,1689,5512
1690,1690,1240
1691,1691,1075
1692,1692,2157
1693,1693,5539
1694,1694,7766
1695,1695,1060
1696,1696,4608
1697,1697,3946
1698,1698,4064
1699,1699,5381
1700,1700,2794
1701,1701,2093
1702,1702,6959
1703,1703,3539
1704,1704,7260
1705,1705,6447
1706,1706,2185
1707,1707,4014
1708,1708,2934
1709,1709,7497
1710,1710,1109
1711,1711,8631
1712,1712,712
1713,1713,8053
1714,1714,2600
1715,1715,6170
1716,1716,6706
1717,1717,721
1718,1718,5781
1719,1719,2304
1720,1720,1267
1721,1721,1727
1722,1722,851
1723,1723,4941
1724,1724,2599
1725,1725,8901
1726,1726,1682
1727,1727,7797
1728,1728,4597
1729,1729,6688
1730,1730,6561
1731,1731,882
1732,1732,8039
1733,1733,3532
1734,1734,1538
1735,1735,8004
1736,1736,4665
1737,1737,3282
1738,1738,5153
1739,1739,8501
1740,1740,4338
1741,1741,8517
1742,1742,1621
1743,1743,3337
1744,1744,7581
1745,1745,1441
1746,1746,9080
1747,1747,1717
1748,1748,3150
1749,1749,3235
1750,1750,902
1751,1751,9718
1752,1752,3803
1753,1753,7029
1754,1754,4004
1755,1755,8297
1756,1756,8223
1757,1757,6611
1758,1758,8461
1759,1759,8300
1760,1760,5091
1761,1761,5395
1762,1762,9056
1763,1763,8792
1764,1764,9269
1765,1765,1309
1766,1766,1980
1767,1767,6372
1768,1768,5708
1769,1769,5081
1770,1770,8505
1771,1771,890
1772,1772,9543
1773,1773,5859
1774,1774,2571
1775,1775,3714
1776,1776,6944
1777,1777,7146
1778,1778,1766
1779,1779,9862
1780,1780,2485
1781,1781,9485
1782,1782,1317
1783,1783,7233
1784,1784,3771
1785,1785,1712
1786,1786,2510
1787,1787,3090
