0,1,2
1343,1343,5530
1344,1344,5428
1345,1345,7329
1346,1346,9472
1347,1347,1256
1348,1348,8956
1349,1349,3968
1350,1350,1046
1351,1351,8784
1352,1352,4731
1353,1353,4021
1354,1354,7207
1355,1355,7512
1356,1356,8397
1357,1357,9450
1358,1358,4520
1359,1359,3616
1360,1360,8764
1361,1361,1669
1362,1362,2417
1363,1363,8253
1364,1364,8335
1365,1365,7647
1366,1366,4582
1367,1367,9212
1368,1368,1551
1369,1369,5422
1370,1370,7949
1371,1371,2148
1372,1372,1879
1373,1373,5988
1374,1374,3078
1375,1375,1024
1376,1376,2935
1377,1377,9700
1378,1378,2384
1379,1379,847
1380,1380,6360
1381,1381,4788
1382,1382,3757
1383,1383,7160
1384,1384,4173
1385,1385,543
1386,1386,4070
1387,1387,7693
1388,1388,8026
1389,1389,2963
1390,1390,5837
1391,1391,845
1392,1392,5493
1393,1393,668
1394,1394,5501
1395,1395,6119
1396,1396,7654
1397,1397,2274
1398,1398,780
1399,1399,8193
1400,1400,3938
1401,1401,7314
1402,1402,1858
1403,1403,6864
1404,1404,2266
1405,1405,6433
1406,1406,3195
1407,1407,4473
1408,1408,1049
1409,1409,9310
1410,1410,2431
1411,1411,3563
1412,1412,3186
1413,1413,9804
1414,1414,2378
1415,1415,3836
1416,1416,1376
1417,1417,9679
1418,1418,2109
1419,1419,1481
1420,1420,2343
1421,1421,1757
1422,1422,828
1423,1423,7316
1424,1424,6552
1425,1425,989
1426,1426,5608
1427,1427,953
1428,1428,5168
1429,1429,5032
1430,1430,5424
1431,1431,7573
1432,1432,4328
1433,1433,4359
1434,1434,785
1435,1435,2683
1436,1436,4004
1437,1437,2218
1438,1438,6481
1439,1439,4719
1440,1440,9201
1441,1441,9632
1442,1442,1467
1443,1443,5234
1444,1444,3379
1445,1445,9912
1446,1446,7349
1447,1447,1022
1448,1448,1249
1449,1449,2159
1450,1450,7521
1451,1451,5839
1452,1452,6171
1453,1453,9453
1454,1454,748
1455,1455,3069
1456,1456,1622
1457,1457,2664
1458,1458,3262
1459,1459,1843
1460,1460,2231
1461,1461,5243
1462,1462,915
1463,1463,9013
1464,1464,2572
1465,1465,758
1466,1466,9838
1467,1467,6993
1468,1468,7749
1469,1469,3991
1470,1470,5187
1471,1471,9525
1472,1472,9972
1473,1473,7865
1474,1474,9197
1475,1475,2676
1476,1476,4092
1477,1477,9271
1478,1478,5131
1479,1479,572
1480,1480,5661
1481,1481,1440
1482,1482,1090
1483,1483,8261
1484,1484,5308
1485,1485,6716
1486,1486,771
1487,1487,9770
1488,1488,5457
1489,1489,9484
1490,1490,3593
1491,1491,6953
1492,1492,9356
1493,1493,2049
1494,1494,3606
1495,1495,7789
1496,1496,5588
1497,1497,2636
1498,1498,4542
1499,1499,6099
1500,1500,668
1501,1501,2597
1502,1502,922
1503,1503,5319
1504,1504,3643
1505,1505,6940
1506,1506,820
1507,1507,9585
1508,1508,1077
1509,1509,7086
1510,1510,5293
1511,1511,3316
1512,1512,4043
1513,1513,6318
1514,1514,1260
1515,1515,706
1516,1516,4076
1517,1517,9187
1518,1518,1835
1519,1519,3743
1520,1520,3309
1521,1521,1742
1522,1522,1220
1523,1523,7937
1524,1524,8555
1525,1525,716
1526,1526,3064
1527,1527,8261
1528,1528,3471
1529,1529,3274
1530,1530,8106
1531,1531,4768
1532,1532,9667
1533,1533,966
1534,1534,8971
1535,1535,9627
1536,1536,1926
1537,1537,6155
1538,1538,4314
1539,1539,5449
1540,1540,6441
1541,1541,7301
1542,1542,4841
1543,1543,5855
1544,1544,8592
1545,1545,1467
1546,1546,1417
1547,1547,7518
1548,1548,3484
1549,1549,1021
1550,1550,638
1551,1551,9014
1552,1552,4965
1553,1553,7151
1554,1554,2580
1555,1555,2636
1556,1556,4745
1557,1557,2050
1558,1558,7046
1559,1559,2937
1560,1560,8297
1561,1561,8914
1562,1562,816
1563,1563,7865
1564,1564,1178
1565,1565,5216
1566,1566,3874
1567,1567,2070
1568,1568,3158
1569,1569,9276
1570,1570,6164
1571,1571,809
1572,1572,8338
1573,1573,6326
1574,1574,8618
1575,1575,8503
1576,1576,1094
1577,1577,5551
1578,1578,9992
1579,1579,3601
1580,1580,1889
1581,1581,6307
1582,1582,7072
1583,1583,4264
1584,1584,1669
1585,1585,4724
1586,1586,7298
1587,1587,5216
1588,1588,4989
1589,1589,8587
1590,1590,8278
1591,1591,6625
1592,1592,548
1593,1593,1125
1594,1594,6574
1595,1595,5230
1596,1596,2974
1597,1597,6168
1598,1598,9784
1599,1599,529
1600,1600,8068
1601,1601,7043
1602,1602,4118
1603,1603,8039
1604,1604,3553
1605,1605,6117
1606,1606,4402
1607,1607,7056
1608,1608,4016
1609,1609,6104
1610,1610,1846
1611,1611,8895
1612,1612,7372
1613,1613,5075
1614,1614,2597
1615,1615,9725
1616,1616,6213
1617,1617,6070
1618,1618,5054
1619,1619,1399
1620,1620,3088
1621,1621,1812
1622,1622,7686
1623,1623,6356
1624,1624,3749
1625,1625,2341
1626,1626,8398
1627,1627,1864
1628,1628,9742
1629,1629,2601
1630,1630,7913
1631,1631,1388
1632,1632,8719
1633,1633,6799
1634,1634,7763
1635,1635,3810
1636,1636,8871
1637,1637,1533
1638,1638,3756
1639,1639,8294
1640,1640,6249
1641,1641,7609
1642,1642,871
1643,1643,3494
1644,1644,5730
1645,1645,819
1646,1646,4449
1647,1647,1313
1648,1648,3307
1649,1649,9060
1650,1650,4364
1651,1651,4603
1652,1652,7774
1653,1653,6291
1654,1654,1102
1655,1655,9579
1656,1656,1360
1657,1657,8094
1658,1658,1366
1659,1659,4617
1660,1660,7722
1661,1661,8733
1662,1662,3119
1663,1663,1949
1664,1664,6349
1665,1665,8641
1666,1666,836
1667,1667,7127
1668,1668,7067
1669,1669,6021
1670,1670,2064
1671,1671,7026
1672,1672,9011
1673,1673,4611
1674,1674,6072
1675,1675,9404
1676,1676,8483
1677,1677,2967
1678,1678,5915
1679,1679,6713
1680,1680,8489
1681,1681,9864
1682,1682,4541
1683,1683,9434
1684,1684,5307
1685,1685,4510
1686,1686,6206
1687,1687,8780
1688,1688,1995
1689,1689,9031
1690,1690,7317
1691,1691,6055
1692,1692,8451
1693,1693,3608
1694,1694,9882
1695,1695,9621
1696,1696,7350
1697,1697,1909
1698,1698,6882
1699,1699,7196
1700,1700,1952
1701,1701,2236
1702,1702,5292
1703,1703,2693
1704,1704,3321
1705,1705,7020
1706,1706,6887
1707,1707,2883
1708,1708,6723
1709,1709,1127
1710,1710,1021
1711,1711,929
1712,1712,6817
1713,1713,3708
1714,1714,1468
1715,1715,3807
1716,1716,1483
1717,1717,6148
1718,1718,4281
1719,1719,6257
1720,1720,2851
1721,1721,9681
1722,1722,4509
1723,1723,1700
1724,1724,3711
1725,1725,2223
1726,1726,2491
1727,1727,4831
1728,1728,1710
1729,1729,2584
1730,1730,1933
1731,1731,3608
1732,1732,4584
1733,1733,5026
1734,1734,3716
1735,1735,908
1736,1736,5494
1737,1737,8352
1738,1738,3313
1739,1739,9996
1740,1740,4133
1741,1741,2667
1742,1742,8050
1743,1743,8786
1744,1744,9783
1745,1745,7100
1746,1746,6293
1747,1747,6760
1748,1748,4738
1749,1749,9766
1750,1750,9160
1751,1751,3598
1752,1752,5540
1753,1753,2942
1754,1754,4790
1755,1755,1298
1756,1756,5613
1757,1757,3858
1758,1758,8871
1759,1759,4027
1760,1760,4101
1761,1761,9921
1762,1762,1441
1763,1763,971
1764,1764,5796
1765,1765,9717
1766,1766,7552
1767,1767,8177
1768,1768,7964
1769,1769,2764
1770,1770,4203
1771,1771,4345
1772,1772,8779
1773,1773,2139
1774,1774,2590
1775,1775,5245
1776,1776,1684
1777,1777,1163
1778,1778,504
1779,1779,5965
1780,1780,2400
1781,1781,1279
1782,1782,4705
1783,1783,1562
1784,1784,4956
1785,1785,8551
1786,1786,6031
1787,1787,3954
1788,1788,4981
1789,1789,7634
1790,1790,8787
