BatchID,ProductID,BatchDatumStart,BatchDatumEind,Aantalgeproduceerd
327,327,2024-05-21,2024-05-22,1603
328,328,2024-06-22,2024-06-23,1874
329,329,2024-07-23,2024-07-24,6048
330,330,2024-08-24,2024-08-25,5980
331,331,2024-09-25,2024-09-26,8242
332,332,2024-10-26,2024-10-27,7990
333,333,2024-11-27,2024-11-28,3790
334,334,2024-12-28,2024-12-01,7631
335,335,2024-01-01,2024-01-02,8894
336,336,2024-02-02,2024-02-03,3974
337,337,2024-03-03,2024-03-04,4720
338,338,2024-04-04,2024-04-05,3079
339,339,2024-05-05,2024-05-06,5569
340,340,2024-06-06,2024-06-07,6625
341,341,2024-07-07,2024-07-08,5091
342,342,2024-08-08,2024-08-09,3314
343,343,2024-09-09,2024-09-10,4598
344,344,2024-10-10,2024-10-11,2020
345,345,2024-11-11,2024-11-12,8433
346,346,2024-12-12,2024-12-13,7893
347,347,2024-01-13,2024-01-14,6392
348,348,2024-02-14,2024-02-15,4400
349,349,2024-03-15,2024-03-16,5877
350,350,2024-04-16,2024-04-17,7290
351,351,2024-05-17,2024-05-18,6959
352,352,2024-06-18,2024-06-19,6093
353,353,2024-07-19,2024-07-20,7338
354,354,2024-08-20,2024-08-21,9170
355,355,2024-09-21,2024-09-22,639
356,356,2024-10-22,2024-10-23,3613
357,357,2024-11-23,2024-11-24,2740
358,358,2024-12-24,2024-12-25,4150
359,359,2024-01-25,2024-01-26,6664
360,360,2024-02-26,2024-02-27,5512
361,361,2024-03-27,2024-03-28,6374
362,362,2024-04-28,2024-04-01,5490
363,363,2024-05-01,2024-05-02,4855
364,364,2024-06-02,2024-06-03,9337
365,365,2024-07-03,2024-07-04,2838
366,366,2024-08-04,2024-08-05,1981
367,367,2024-09-05,2024-09-06,9897
368,368,2024-10-06,2024-10-07,8905
369,369,2024-11-07,2024-11-08,1054
370,370,2024-12-08,2024-12-09,2595
371,371,2024-01-09,2024-01-10,1596
372,372,2024-02-10,2024-02-11,4518
373,373,2024-03-11,2024-03-12,9710
374,374,2024-04-12,2024-04-13,8466
375,375,2024-05-13,2024-05-14,2034
376,376,2024-06-14,2024-06-15,700
377,377,2024-07-15,2024-07-16,1480
378,378,2024-08-16,2024-08-17,759
379,379,2024-09-17,2024-09-18,4797
380,380,2024-10-18,2024-10-19,1579
381,381,2024-11-19,2024-11-20,8902
382,382,2024-12-20,2024-12-21,8352
383,383,2024-01-21,2024-01-22,6109
384,384,2024-02-22,2024-02-23,7387
385,385,2024-03-23,2024-03-24,4123
386,386,2024-04-24,2024-04-25,6823
387,387,2024-05-25,2024-05-26,7492
388,388,2024-06-26,2024-06-27,2171
389,389,2024-07-27,2024-07-28,4026
390,390,2024-08-28,2024-08-01,713
391,391,2024-09-01,2024-09-02,9340
392,392,2024-10-02,2024-10-03,5308
393,393,2024-11-03,2024-11-04,9002
394,394,2024-12-04,2024-12-05,1194
395,395,2024-01-05,2024-01-06,7780
396,396,2024-02-06,2024-02-07,8905
397,397,2024-03-07,2024-03-08,9945
398,398,2024-04-08,2024-04-09,809
399,399,2024-05-09,2024-05-10,5597
400,400,2024-06-10,2024-06-11,7891
401,401,2024-07-11,2024-07-12,1731
402,402,2024-08-12,2024-08-13,5483
403,403,2024-09-13,2024-09-14,3400
404,404,2024-10-14,2024-10-15,6325
405,405,2024-11-15,2024-11-16,772
406,406,2024-12-16,2024-12-17,4428
407,407,2024-01-17,2024-01-18,5185
408,408,2024-02-18,2024-02-19,6428
409,409,2024-03-19,2024-03-20,4139
410,410,2024-04-20,2024-04-21,6116
411,411,2024-05-21,2024-05-22,3092
412,412,2024-06-22,2024-06-23,9556
413,413,2024-07-23,2024-07-24,3326
414,414,2024-08-24,2024-08-25,2912
415,415,2024-09-25,2024-09-26,7334
416,416,2024-10-26,2024-10-27,8537
417,417,2024-11-27,2024-11-28,4607
418,418,2024-12-28,2024-12-01,7136
419,419,2024-01-01,2024-01-02,6954
420,420,2024-02-02,2024-02-03,3252
421,421,2024-03-03,2024-03-04,4531
422,422,2024-04-04,2024-04-05,824
423,423,2024-05-05,2024-05-06,5484
424,424,2024-06-06,2024-06-07,8798
425,425,2024-07-07,2024-07-08,5225
426,426,2024-08-08,2024-08-09,9399
427,427,2024-09-09,2024-09-10,9388
428,428,2024-10-10,2024-10-11,5301
429,429,2024-11-11,2024-11-12,6246
430,430,2024-12-12,2024-12-13,1553
431,431,2024-01-13,2024-01-14,7609
432,432,2024-02-14,2024-02-15,9859
433,433,2024-03-15,2024-03-16,3284
434,434,2024-04-16,2024-04-17,3686
435,435,2024-05-17,2024-05-18,9793
436,436,2024-06-18,2024-06-19,6332
437,437,2024-07-19,2024-07-20,9290
438,438,2024-08-20,2024-08-21,9121
439,439,2024-09-21,2024-09-22,4141
440,440,2024-10-22,2024-10-23,3881
441,441,2024-11-23,2024-11-24,7295
442,442,2024-12-24,2024-12-25,3151
443,443,2024-01-25,2024-01-26,1980
444,444,2024-02-26,2024-02-27,1109
445,445,2024-03-27,2024-03-28,3345
446,446,2024-04-28,2024-04-01,1799
447,447,2024-05-01,2024-05-02,6483
448,448,2024-06-02,2024-06-03,3323
449,449,2024-07-03,2024-07-04,4406
450,450,2024-08-04,2024-08-05,1821
451,451,2024-09-05,2024-09-06,2033
452,452,2024-10-06,2024-10-07,6307
453,453,2024-11-07,2024-11-08,6053
454,454,2024-12-08,2024-12-09,7626
455,455,2024-01-09,2024-01-10,3738
456,456,2024-02-10,2024-02-11,4510
457,457,2024-03-11,2024-03-12,6527
458,458,2024-04-12,2024-04-13,7060
459,459,2024-05-13,2024-05-14,1739
460,460,2024-06-14,2024-06-15,5147
461,461,2024-07-15,2024-07-16,8690
462,462,2024-08-16,2024-08-17,1675
463,463,2024-09-17,2024-09-18,4201
464,464,2024-10-18,2024-10-19,4261
465,465,2024-11-19,2024-11-20,9248
466,466,2024-12-20,2024-12-21,1815
467,467,2024-01-21,2024-01-22,1872
468,468,2024-02-22,2024-02-23,9557
469,469,2024-03-23,2024-03-24,2411
470,470,2024-04-24,2024-04-25,5746
471,471,2024-05-25,2024-05-26,7022
472,472,2024-06-26,2024-06-27,4004
473,473,2024-07-27,2024-07-28,2433
474,474,2024-08-28,2024-08-01,2128
475,475,2024-09-01,2024-09-02,5253
476,476,2024-10-02,2024-10-03,3653
477,477,2024-11-03,2024-11-04,2375
478,478,2024-12-04,2024-12-05,9801
479,479,2024-01-05,2024-01-06,5858
480,480,2024-02-06,2024-02-07,8253
481,481,2024-03-07,2024-03-08,7932
482,482,2024-04-08,2024-04-09,5113
483,483,2024-05-09,2024-05-10,3215
484,484,2024-06-10,2024-06-11,667
485,485,2024-07-11,2024-07-12,1706
486,486,2024-08-12,2024-08-13,1378
487,487,2024-09-13,2024-09-14,2062
488,488,2024-10-14,2024-10-15,3923
489,489,2024-11-15,2024-11-16,9100
490,490,2024-12-16,2024-12-17,1085
491,491,2024-01-17,2024-01-18,4205
492,492,2024-02-18,2024-02-19,6422
493,493,2024-03-19,2024-03-20,5921
494,494,2024-04-20,2024-04-21,6521
495,495,2024-05-21,2024-05-22,2340
496,496,2024-06-22,2024-06-23,5299
497,497,2024-07-23,2024-07-24,6110
498,498,2024-08-24,2024-08-25,4304
499,499,2024-09-25,2024-09-26,2200
500,500,2024-10-26,2024-10-27,6534
501,501,2024-11-27,2024-11-28,7096
502,502,2024-12-28,2024-12-01,8421
503,503,2024-01-01,2024-01-02,5831
504,504,2024-02-02,2024-02-03,9472
505,505,2024-03-03,2024-03-04,3641
506,506,2024-04-04,2024-04-05,617
507,507,2024-05-05,2024-05-06,6191
508,508,2024-06-06,2024-06-07,9233
509,509,2024-07-07,2024-07-08,7319
510,510,2024-08-08,2024-08-09,3138
511,511,2024-09-09,2024-09-10,4948
512,512,2024-10-10,2024-10-11,2794
513,513,2024-11-11,2024-11-12,6407
514,514,2024-12-12,2024-12-13,8729
515,515,2024-01-13,2024-01-14,3395
516,516,2024-02-14,2024-02-15,2675
517,517,2024-03-15,2024-03-16,4045
518,518,2024-04-16,2024-04-17,4308
519,519,2024-05-17,2024-05-18,6891
520,520,2024-06-18,2024-06-19,939
521,521,2024-07-19,2024-07-20,3077
522,522,2024-08-20,2024-08-21,1587
523,523,2024-09-21,2024-09-22,6641
524,524,2024-10-22,2024-10-23,6851
525,525,2024-11-23,2024-11-24,3164
526,526,2024-12-24,2024-12-25,2489
527,527,2024-01-25,2024-01-26,8997
528,528,2024-02-26,2024-02-27,8270
529,529,2024-03-27,2024-03-28,8223
530,530,2024-04-28,2024-04-01,2861
531,531,2024-05-01,2024-05-02,5039
532,532,2024-06-02,2024-06-03,5619
533,533,2024-07-03,2024-07-04,8783
534,534,2024-08-04,2024-08-05,9760
535,535,2024-09-05,2024-09-06,1310
536,536,2024-10-06,2024-10-07,8940
537,537,2024-11-07,2024-11-08,3814
538,538,2024-12-08,2024-12-09,8127
539,539,2024-01-09,2024-01-10,8244
540,540,2024-02-10,2024-02-11,7427
541,541,2024-03-11,2024-03-12,9218
542,542,2024-04-12,2024-04-13,4047
543,543,2024-05-13,2024-05-14,4590
544,544,2024-06-14,2024-06-15,7886
545,545,2024-07-15,2024-07-16,8904
546,546,2024-08-16,2024-08-17,9703
547,547,2024-09-17,2024-09-18,8947
548,548,2024-10-18,2024-10-19,5966
549,549,2024-11-19,2024-11-20,1546
550,550,2024-12-20,2024-12-21,7086
551,551,2024-01-21,2024-01-22,5777
552,552,2024-02-22,2024-02-23,2291
553,553,2024-03-23,2024-03-24,1556
554,554,2024-04-24,2024-04-25,8650
555,555,2024-05-25,2024-05-26,7022
556,556,2024-06-26,2024-06-27,5808
557,557,2024-07-27,2024-07-28,8262
558,558,2024-08-28,2024-08-01,8069
559,559,2024-09-01,2024-09-02,5441
560,560,2024-10-02,2024-10-03,3735
561,561,2024-11-03,2024-11-04,8379
562,562,2024-12-04,2024-12-05,5396
563,563,2024-01-05,2024-01-06,6611
564,564,2024-02-06,2024-02-07,9818
565,565,2024-03-07,2024-03-08,9821
566,566,2024-04-08,2024-04-09,4914
567,567,2024-05-09,2024-05-10,7556
568,568,2024-06-10,2024-06-11,2638
569,569,2024-07-11,2024-07-12,1973
570,570,2024-08-12,2024-08-13,6475
571,571,2024-09-13,2024-09-14,9135
572,572,2024-10-14,2024-10-15,5992
573,573,2024-11-15,2024-11-16,3582
574,574,2024-12-16,2024-12-17,1278
575,575,2024-01-17,2024-01-18,3731
576,576,2024-02-18,2024-02-19,4967
577,577,2024-03-19,2024-03-20,8113
578,578,2024-04-20,2024-04-21,8097
579,579,2024-05-21,2024-05-22,2310
580,580,2024-06-22,2024-06-23,8500
581,581,2024-07-23,2024-07-24,7375
582,582,2024-08-24,2024-08-25,9198
583,583,2024-09-25,2024-09-26,6965
584,584,2024-10-26,2024-10-27,8382
585,585,2024-11-27,2024-11-28,3295
586,586,2024-12-28,2024-12-01,1987
587,587,2024-01-01,2024-01-02,8002
588,588,2024-02-02,2024-02-03,7138
589,589,2024-03-03,2024-03-04,4266
590,590,2024-04-04,2024-04-05,7564
591,591,2024-05-05,2024-05-06,9644
592,592,2024-06-06,2024-06-07,6889
593,593,2024-07-07,2024-07-08,2666
594,594,2024-08-08,2024-08-09,7772
595,595,2024-09-09,2024-09-10,8889
596,596,2024-10-10,2024-10-11,6949
597,597,2024-11-11,2024-11-12,7998
598,598,2024-12-12,2024-12-13,5480
599,599,2024-01-13,2024-01-14,5707
600,600,2024-02-14,2024-02-15,695
601,601,2024-03-15,2024-03-16,3019
602,602,2024-04-16,2024-04-17,3798
603,603,2024-05-17,2024-05-18,3827
604,604,2024-06-18,2024-06-19,9468
605,605,2024-07-19,2024-07-20,8271
606,606,2024-08-20,2024-08-21,6234
607,607,2024-09-21,2024-09-22,8071
608,608,2024-10-22,2024-10-23,8104
609,609,2024-11-23,2024-11-24,7065
610,610,2024-12-24,2024-12-25,9103
611,611,2024-01-25,2024-01-26,3956
612,612,2024-02-26,2024-02-27,2064
613,613,2024-03-27,2024-03-28,8592
614,614,2024-04-28,2024-04-01,2712
615,615,2024-05-01,2024-05-02,8887
616,616,2024-06-02,2024-06-03,8769
617,617,2024-07-03,2024-07-04,5416
618,618,2024-08-04,2024-08-05,3868
619,619,2024-09-05,2024-09-06,4072
620,620,2024-10-06,2024-10-07,8188
621,621,2024-11-07,2024-11-08,3751
622,622,2024-12-08,2024-12-09,6239
623,623,2024-01-09,2024-01-10,8841
624,624,2024-02-10,2024-02-11,2165
625,625,2024-03-11,2024-03-12,7671
626,626,2024-04-12,2024-04-13,1138
627,627,2024-05-13,2024-05-14,2525
628,628,2024-06-14,2024-06-15,9783
629,629,2024-07-15,2024-07-16,1485
630,630,2024-08-16,2024-08-17,9011
631,631,2024-09-17,2024-09-18,1891
632,632,2024-10-18,2024-10-19,1888
633,633,2024-11-19,2024-11-20,6388
634,634,2024-12-20,2024-12-21,1777
635,635,2024-01-21,2024-01-22,5700
636,636,2024-02-22,2024-02-23,5023
637,637,2024-03-23,2024-03-24,1413
638,638,2024-04-24,2024-04-25,5361
639,639,2024-05-25,2024-05-26,2786
640,640,2024-06-26,2024-06-27,5998
641,641,2024-07-27,2024-07-28,9269
642,642,2024-08-28,2024-08-01,1855
643,643,2024-09-01,2024-09-02,6828
644,644,2024-10-02,2024-10-03,3975
645,645,2024-11-03,2024-11-04,1515
646,646,2024-12-04,2024-12-05,950
647,647,2024-01-05,2024-01-06,3213
648,648,2024-02-06,2024-02-07,5987
649,649,2024-03-07,2024-03-08,2690
650,650,2024-04-08,2024-04-09,1604
651,651,2024-05-09,2024-05-10,8956
652,652,2024-06-10,2024-06-11,4036
653,653,2024-07-11,2024-07-12,4144
654,654,2024-08-12,2024-08-13,3033
655,655,2024-09-13,2024-09-14,1051
656,656,2024-10-14,2024-10-15,4544
657,657,2024-11-15,2024-11-16,9171
658,658,2024-12-16,2024-12-17,9370
659,659,2024-01-17,2024-01-18,2027
660,660,2024-02-18,2024-02-19,2425
661,661,2024-03-19,2024-03-20,1250
662,662,2024-04-20,2024-04-21,8154
663,663,2024-05-21,2024-05-22,3266
664,664,2024-06-22,2024-06-23,3926
